County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Lee,CR-1212,Brushy Creek Rd,.65 MI S JCT KY 11,2.132,065C00027N,21,,,,,,,
Lee,CR-1124,GOOSE CREEK RD,50' N. JCT. KY 52,0.005,065R00604N,3,,,,,,,
Leslie,US-421,US-421,2.0 MI S OF JCT KY 2431,18.43,066B00006N,,20,27,34,40,40,40,40
Leslie,US-421,US-421,.75 MI N OF JCT KY 1780,11.57,066B00013N,,32,32,35,44,37,37,39
Leslie,US-421,US-421,.35 MI S.W. OF JCT KY 118,22.926,066B00014N,,37,39,43,,,,
Leslie,US-421,US-421,3.4 MI WEST OF JCT KY 118,26.742,066B00015N,,20,27,34,40,40,40,40
Leslie,KY-1780,KY-1780,.01 miles W of Jct KY2058,3.577,066B00026N,15,,,,,,,
Leslie,KY-2058,KY-2058,.05 MI WEST OF JCT US 421,4.819,066B00028N,13,,,,,,,
Leslie,KY-406,KY-406,4.0 MI N.E. OF JCT KY 66,5.294,066B00030N,22,,,,,,,
Leslie,KY-699,KY-699,8.0 MI SE OF JCT KY 2057,11.424,066B00032N,,29,34,44,44,,,
Leslie,KY-699,KY-699,1.90 MI S.E. OF JCT KY 80,1.967,066B00033N,,32,33,35,43,37,37,38
Leslie,KY-66,KY-66,ON CLAY - LESLIE CL,2.746,066B00036N,,33,35,38,44,40,41,43
Leslie,KY-1807,KY-1807,2.5 MI EAST OF JCT KY 80,2.408,066B00037N,22,,,,,,,
Leslie,KY-2057,KY-2057,.01 MI EAST OF JCT KY 699,0.016,066B00055N,,34,36,40,44,,,
Leslie,KY-1482,KY-1482,.10 MI NOR. OF JCT US 421,0.043,066B00058N,,35,37,41,44,,,
Leslie,KY-3427,KY-3427,.1 MI W OF JCT KY 699,0.018,066B00062N,,21,22,24,38,27,27,28
Leslie,KY-2008,KY-2008,3.1 MI. E. JCT KY 2009,3.133,066B00066N,,35,38,43,44,,,
Leslie,CR-1076,DRYHILL BRIDGE,.1 MI E OF JCT KY 257,0.037,066C00006N,,23,24,25,29,26,26,26
Leslie,CR-1117,CR-1117,50' W. OF KY 699,0.018,066C00013N,15,,,,,,,
Leslie,CR-1120,YEADDISS RD,.25 MI NE OF JCT KY 699,0.281,066C00014N,34,,,,,,,
Leslie,CR-1120,YEADDISS RD,1.4 MI NE OF JCT KY 699,1.273,066C00015N,23,,,,,,,
Leslie,CR-1123,CR-1123,.1 MI W OF JCT KY 699,0.098,066C00016N,13,,,,,,,
Leslie,CR-1126,BIG ROCK RD,150' SW OF KY 699,0.045,066C00018N,25,,,,,,,
Leslie,CR-1208,ARMY TRAIL RD,.05 MI W OF JCT KY 1780,4.268,066C00021N,18,,,,,,,
Leslie,CR-1268,COLLETTSVILLE RD,.05 MI W OF JCT KY 1780,0.006,066C00022N,27,,,,,,,
Leslie,CR-1218,CR-1218,.1 MI W OF JCT US 421 S,0.017,066C00025N,27,,,,,,,
Leslie,CR-1312,BIG VALLEY RD,.1 MI S OF JCT CR 5313,2.57,066C00027N,20,,,,,,,
Leslie,CR-1122,CR-1122,.05 MI S OF JCT CR 1120,0.009,066C00030N,18,,,,,,,
Leslie,CR-1347,TURKEY FOOT RD,.05 MI N OF US 421&KY,0.01,066C00035N,9,,,,,,,
Leslie,CR-1161,CR-1161TRIPLE J LN,.05 MI S OF JCT CR 1120,0.015,066C00037N,3,,,,,,,
Leslie,CR-1083,CR-1083,1.5 M/P 2057,0.039,066C00043N,12,,,,,,,
Leslie,CR-1116,LANE BRANCH RD,0.1 MI. SOU KY 699,0.017,066C00044N,18,,,,,,,
Leslie,CR-1181,PV 1001,40' S OF US 421 &,0.008,066C00066N,3,,,,,,,
Leslie,CR-1385,CR 1385,35' S OF US 421 &,0.011,066C00067N,9,,,,,,,
Leslie,CR-1788,CR-1788,40' W OF US 421,0.009,066C00068N,20,,,,,,,
Leslie,CR-1331,CR-1331,0.5 MI S OF US 421,0.144,066C00071N,18,,,,,,,
Leslie,CR-1241,CR-1241,2/3 MP 421 S,0.013,066C00073N,20,,,,,,,
Leslie,CR-1012,cr-1012,1.6 M/P 2057,0.087,066C00074N,34,,,,,,,
Leslie,CR-1475,TRACE,NEAR CONFLEUNCE PARK,0.046,066C00075N,18,,,,,,,
Leslie,CR-1324,CHANDLER CK RD,0.1 MILE N OF US421,0.099,066C00078N,31,,,,,,,
Leslie,CR-1213,_CR-1213,_OFF 1780,0.167,066C00080N,3,,,,,,,
Leslie,CR-1227,CR-1227,OFF KY 1780,0.194,066C00081N,15,,,,,,,
Leslie,CR-1277,_CR-1277,_OFF KY 1780,0.066,066C00083N,23,,,,,,,
Leslie,CR-1275,_CR-1275,_KY-1780,0.045,066C00084N,10,,,,,,,
Leslie,CR-1262,_CR-1262,_.25 MILE ARMY TRAIL RD,0.006,066C00087N,29,,,,,,,
Letcher,KY-931,KY-931,0.7 MI NE of JCT KY 15X,10.939,067B00001N,,30,32,37,44,39,40,44
Letcher,KY-113,KY-113,.05 MI SOU. OF JCT KY 803,2.477,067B00002N,,35,37,43,44,,,
Letcher,KY-113,KY-113,.70 MI N.W. OF JCT KY 803,3.233,067B00003N,,32,33,37,44,41,41,44
Letcher,KY-2034,KY-2034,.70 MI N.E. OF JCT US 119,0.81,067B00017N,,29,30,33,44,36,36,38
Letcher,KY-805,KY-805,2.0 MI EAST of JCT KY 317,4.204,067B00023N,,31,36,41,44,,,
Letcher,KY-805,KY-805,2.3 MI EAST OF JCT KY 317,4.95,067B00024N,,28,29,33,44,36,37,39
Letcher,KY-805,KY-805,1.3 MI S.W. OF PIKE CL,12.457,067B00025N,,26,27,29,38,31,31,32
Letcher,KY-805,KY-805,3.0 MI EAST OF JCT KY 317,5.271,067B00026N,,25,26,30,44,32,33,36
Letcher,US-119,US-119,.15 MI SOU. OF JCT KY 15,15.656,067B00027N,,34,35,38,44,40,40,42
Letcher,KY-160,KY-160,.80 MI SOU. OF JCT KY 588,14.735,067B00031N,,35,37,41,44,,,
Letcher,KY-160,KY-160,2.3 MI SE OF JCT KY 588,13.214,067B00032N,,32,34,37,44,41,41,43
Letcher,KY-160,KY-160,3.3 MI SE OF JCT KY 588,12.217,067B00034N,,33,35,38,44,41,42,43
Letcher,KY-588,KY-588,@JCT KY 7 @Blackey,0.024,067B00037N,17,,,,,,,
Letcher,KY-7,KY-7,2.6 MI NE of Perry Co,2.641,067B00038N,3,,,,,,,
Letcher,KY-7,KY-7,@JCT of KY 3408,5.271,067B00040N,,28,30,34,44,37,37,40
Letcher,KY-7,KY-7,1 MI NE OF JCT KY 2036,8.043,067B00042N,,36,40,44,44,,,
Letcher,KY-160,KY-160,.10 MI SOU. OF JCT KY 463,1.829,067B00046N,,37,39,44,44,,,
Letcher,KY-931,KY-931,@ JCT of KY 588,8.809,067B00053N,22,,,,,,,
Letcher,KY-7,KY-7,1.8 MI E of JCT KY 1410,21.336,067B00058N,,20,27,31,31,31,31,31
Letcher,KY-7,KY-7,2.8 MI E of JCT KY 1410,22.321,067B00059N,,34,36,41,44,,,
Letcher,KY-7,KY-7,0.55 MI W of JCT KY 317,24.781,067B00060N,,35,36,39,44,41,42,43
Letcher,KY-2034,KY-2034,3.0 MI N of JCT US 119,4.13,067B00070N,,27,28,32,44,35,35,37
Letcher,KY-15,KY-15X,Main St in Whitesburg,1.658,067B00075N,,20,27,31,31,31,31,31
Letcher,KY-806,KY-806,1.6 MI S JCT US 119,1.485,067B00084N,,30,31,35,44,38,39,42
Letcher,KY-1862,KY-1862,0.3 MI. E. JCT. US 119,1.83,067B00090N,3,,,,,,,
Letcher,KY-803,KY-803,1.0 MI NE of JCT KY 113,0.949,067B00091N,,32,34,38,44,41,42,44
Letcher,KY-931,KY-931,.5 MI S of JCT KY 2035,6.703,067B00096N,22,,,,,,,
Letcher,KY-931,KY-931,2.3 MI SW of JCT KY 2035,4.846,067B00098N,22,,,,,,,
Letcher,KY-160,KY-160,@JCTS KY 588 & KY 2036,15.396,067B00101N,,36,36,38,43,39,39,40
Letcher,KY-1862,KY-1862,0.2 MI SE of JCT US 119,1.302,067B00113N,10,,,,,,,
Letcher,KY-1862,KY-1862,@ JCT KY 3410,1.188,067B00118N,15,,,,,,,
Letcher,KY-317,KY-317,0.1 MI N of Yonts Fork,2.908,067B00126N,,20,27,31,31,31,31,31
Letcher,CR-1027,KONA DR CONN,0.1 MI NW OF KY 805 @KONA,0.038,067C00002N,10,,,,,,,
Letcher,CS-3000,E Potter Rd,0.03 MI E of KY 317 @Neon,0.034,067C00007N,3,,,,,,,
Letcher,CR-1473,BAND MILL,.1 MI SE OF JCT KY 343,0.034,067C00010N,9,,,,,,,
Letcher,CS-1030,Letcher Ave,200' SE of JCT KY 15X,0.047,067C00011N,18,,,,,,,
Letcher,CS-1021,Texas Ave,@JCT KY 15X,0.008,067C00012N,18,,,,,,,
Letcher,CS-1010,CIRCLE DR,200' SW OF JCT KY 15BR,0.464,067C00014N,18,,,,,,,
Letcher,CR-1016,Bill Lewis Holw,0.1 MI SW of JCT US 119,0.133,067C00018N,18,,,,,,,
Letcher,CR-1229,Kingdom Come Crk,0.1 MI E of JCT KY 588,0.015,067C00023N,26,,,,,,,
Letcher,CR-1303,Whitco Loop,0.1 MI S of JCT KY 931,0.055,067C00032N,39,,,,,,,
Letcher,CR-1324,Coolie Baker Rd,S @JCT of KY 7,0.01,067C00033N,10,,,,,,,
Letcher,CR-1339,BLAIR BR,SE @JCT KY 7,0.014,067C00038N,0,,,,,,,
Letcher,CR-1342,Spring Branch,@ JCT KY 7 Near Jeremiah,0.054,067C00039N,6,,,,,,,
Letcher,CR-1344,Doty Creek,100 FT NW of JCT KY 7,0.027,067C00040N,12,,,,,,,
Letcher,CR-1359,Woodrock Rd,.15 MI SW of JCT KY 7,0.134,067C00043N,18,,,,,,,
Letcher,CR-1319,Low Gap Br,150 FT SE of JCT KY 7,0.035,067C00048N,9,,,,,,,
Letcher,CR-1198,FRIDAY DR,N @JCT US 119 @COLLY,0.11,067C00052N,18,,,,,,,
Letcher,CR-1798,ISOM DR,ROCKHOUSE CRK BR   N ISOM,0.682,067C00053N,18,,,,,,,
Letcher,CR-1262,Turkey Crk,.1 MI S of KY 1103,0.014,067C00054N,23,,,,,,,
Letcher,CR-1338,TIPPLE RD,.1 MI SE -JCT KY 7,0.016,067C00059N,18,,,,,,,
Letcher,PR-1024,UNNAMED RD CONN,@ JCT KY805 NE OF JENKINS,0.008,067C00069N,28,,,,,,,
Letcher,CR-1151,Golf Course Lane,0.05 MI S of JCT US 119,0.733,067C00072N,3,,,,,,,
Letcher,PV-1003,COWAN SCHOOL,.5 MI S JCT KY 901,0.009,067C00074N,31,,,,,,,
Letcher,CR-1676,Maggard Br,@ JCT of KY 3619,0.017,067C00084N,18,,,,,,,
Lewis,KY-59,KY-59,.1 MI SE OF JCT KY 1662,1.411,068B00007N,,20,27,31,31,31,31,31
Lewis,KY-59,KY-59,.05 MI S OF JCT KY 1068,7.41,068B00008N,,35,36,41,44,,,
Lewis,KY-59,KY-59,2.5 MI N OF JCT KY 1662,4.191,068B00011N,,35,36,40,44,,,
Lewis,KY-59,KY-59,1.6 MI NOR. OF JCT KY 344,19.696,068B00016N,,20,27,31,31,31,31,31
Lewis,KY-344,KY-344,2.0 MI WEST OF JCT KY 377,11.734,068B00019N,22,,,,,,,
Lewis,KY-344,KY-344,2.6 MI WEST OF JCT KY 377,11.217,068B00020N,22,,,,,,,
Lewis,KY-344,KY-344,1.5 MI N.E. OF JCT KY 559,8.28,068B00023N,22,,,,,,,
Lewis,KY-344,KY-344,.40 MI N.E. OF JCT KY 559,7.097,068B00024N,22,,,,,,,
Lewis,KY-344,KY-344,ON FLEMING - LEWIS CL,0.005,068B00025N,,36,37,43,44,,,
Lewis,KY-344,KY-344,2.3 MI S.W. OF JCT KY 59,16.389,068B00026N,,27,28,31,44,34,34,36
Lewis,KY-57,KY-57,2.3 MI N.E. OF JCT KY 10,7.448,068B00039N,,35,36,40,44,43,44,44
Lewis,KY-57,KY-57,.75 MI SOU. OF JCT KY 8,15.536,068B00042N,22,,,,,,,
Lewis,KY-474,KY-474,1.9 MI S.E. OF JCT KY 59,1.737,068B00043N,22,,,,,,,
Lewis,KY-377,KY-377,.05 MI SOU. OF JCT KY 344,8.509,068B00050N,,28,29,32,44,36,36,38
Lewis,KY-377,KY-377,2.7 MI NOR. OF ROWAN CL,2.964,068B00051N,,32,33,36,44,39,39,41
Lewis,KY-377,KY-377,1.5 MI NOR. OF ROWAN CL,1.63,068B00052N,,30,32,36,44,39,40,42
Lewis,KY-377,KY-377,1.2 MI NOR. OF ROWAN CL,1.258,068B00053N,,33,35,40,44,43,43,44
Lewis,KY-1149,KY-1149,AT TANNERY JCT,6.618,068B00054N,,27,28,32,44,35,35,37
Lewis,KY-1149,KY-1149,2.9 MI NOR. OF CARTER CL,2.803,068B00055N,22,,,,,,,
Lewis,KY-1149,KY-1149,2.2 MI NOR. OF CARTER CL,2.255,068B00056N,22,,,,,,,
Lewis,KY-1068,KY-1068,@ S-TERM. KY 1068,0.021,068B00058N,,20,22,25,42,26,27,30
Lewis,KY-559,KY-559,2.0 MI S.W. OF JCT KY 344,2.018,068B00063N,10,,,,,,,
Lewis,KY-989,KY-989,.5 MI E OF JCT KY 1237,1.794,068B00070N,,36,42,44,44,,,
Lewis,KY-989,KY-989,5.4 MI S.W. OF JCT KY 10,7.288,068B00072N,,38,39,42,44,,,
Lewis,KY-2523,KY-2523,.05 MI SOU. OF JCT KY 10,0.39,068B00073N,,30,31,34,44,36,36,38
Lewis,KY-1021,KY-1021,.85 MI S.E. OF JCT KY 10,3.515,068B00077N,12,,,,,,,
Lewis,KY-989,KY-989,.05 MI SOU. OF JCT KY 10,12.642,068B00080N,,39,41,44,44,,,
Lewis,KY-1021,KY-1021,.40 MI S.E. OF JCT KY 10,4.019,068B00084N,,21,22,25,41,27,28,29
Lewis,KY-1662,KY-1662,.10 MI S.W. OF JCT KY 59,2.85,068B00086N,,33,35,39,44,43,43,44
Lewis,KY-1662,KY-1662,1.9 MI. SW - KY 59,1.042,068B00092N,,31,32,37,44,39,40,43
Lewis,KY-59,KY-59,500'SE  JCT KY 9,23.01,068B00094N,,20,27,31,31,31,31,31
Lewis,CR-1333,CABIN CREEK ROAD,2.2 MI NW KY 57,2.256,068C00042N,39,,,,,,,
Lewis,CR-1127,STRAIGHT FORK ROAD,2.0 MI. SW  - KY  59,2.286,068C00048N,39,,,,,,,
Lewis,CR-1223,TOLLER BRANCH ROAD,1.7 MI S  JCT KY 989,1.641,068C00051N,37,,,,,,,
Lewis,CR-1001,FULLER BRANCH,.15  MI- W JCT  KY 59,0.125,068C00063N,26,,,,,,,
Lewis,CR-1118,OLD TRACE CREEK,2.6 MI W. OF JCT.KY 59,2.653,068C00074N,16,,,,,,,
Lewis,CR-1108,RICHMOND ROAD,.2 MI SOUTH OF JCT KY 59,0.14,068C00076N,12,,,,,,,
Lewis,CR-1017,BLACK JOHN HOLLOW,839 FT W JCT.KY 1020,0.163,068C00077N,34,,,,,,,
Lewis,CR-1339,CR 1339,.053MI S OF JCT.KY 9,0.066,068C00081N,24,,,,,,,
Lewis,CR-1256,HACKWORTH HOLLOW,30' WEST OF JCT. KY 989,0.013,068C00083N,6,,,,,,,
Lewis,CR-1121,EDINGTON BRANCH,260ft E. OF JCT CR 1122,0.056,068C00084N,14,,,,,,,
Lewis,CR-1009,CR-1009,21 FT. E of Jct. KY 1068,0.013,068C00089N,27,,,,,,,
Lewis,CR-1082,CR-1082 PAYTON Rd,222ft from jct of CR-1082,0.027,068C00090N,6,,,,,,,
Lewis,CR-1067,CR-1067,450' S of Mcdowells ck.,0.089,068C00094N,18,,,,,,,
Lewis,CR-1001,Fuller Branch Road,.4 mi. W. of Jct. Ky. 59,0.408,068C00095N,27,,,,,,,
Lewis,CR-1202,CR-1020 Long Br. R,1.9 mi W. of Jct ky 344,1.928,068C00096N,23,,,,,,,
Lewis,CR-1102,LOWER KINNEY RD.,.972 MI S. of JCT. KY 9,0.98,068C00101N,32,,,,,,,
Lewis,CR-1063,CR-1063,108' W. of KY 3311,0.052,068C00107N,33,,,,,,,
Lewis,CR-1250,SIMMONS RD CR-1250,4.1 MI NORTH OF 1237,1.729,068C00108N,3,,,,,,,
Lewis,CR-1300,Little Sulphur Rd.,771 ft. S. of KY 9,0.033,068C00110N,28,,,,,,,
Lincoln,KY-2750,KY-2750,1.0 MI W OF ROCKCASTLE CL,2.583,069B00007N,,28,30,35,44,37,38,42
Lincoln,XX-150,US-150,.30 MI W OF ROCKCASTLE CL,0.329,069B00013N,,37,40,44,44,,,
Lincoln,KY-1247,KY-1247,1.7 MI SE OF NN-JCT US 27,15.425,069B00014N,,21,24,28,44,30,31,35
Lincoln,KY-78,KY-78,.65 MI EAST OF JCT US 127,3.266,069B00024N,22,,,,,,,
Lincoln,KY-78,KY-78,.07 MI EAST OF JCT US 127,2.267,069B00025N,,32,34,38,44,41,42,44
Lincoln,KY-78,KY-78,.80 MI EAST OF CASEY CL,1.01,069B00026N,,32,34,38,44,41,42,44
Lincoln,KY-501,KY-501,W @JCT CR5206 @KINGS MTN,2.491,069B00035N,,37,40,44,44,,,
Lincoln,KY-643,KY-643,1.9 MI SOU. OF JCT KY 177,9.481,069B00039N,22,,,,,,,
Lincoln,KY-300,KY-300,3.0 MI N.W. OF JCT KY 78,4.328,069B00040N,,35,36,40,44,43,44,44
Lincoln,KY-300,KY-300,3.5 MI N.W. OF JCT KY 78,3.705,069B00041N,,35,36,40,44,43,43,44
Lincoln,KY-1194,KY-1194,2.5 MI N.W. OF JCT KY 78,3.84,069B00044N,,37,40,44,44,,,
Lincoln,US-27,US-27,.20 MI NOR. OF JCT KY 698,15.723,069B00048N,,20,27,34,40,40,40,40
Lincoln,KY-1781,KY-1781,.1 MI E OF JCT KY 1948,4.99,069B00050N,,20,24,25,31,26,26,27
Lincoln,KY-1770,KY-1770,2.9 MI S OF NW-JCT US 150,3.844,069B00054N,15,,,,,,,
Lincoln,US-27,US-27,.10 MI SOU. OF JCT KY 78,17.188,069B00057N,,20,27,34,40,40,40,40
Lincoln,US-127,US-127,200' S - KY78,3.403,069B00076N,,38,43,44,44,,,
Lincoln,KY-198,KY-198,0.3  MI. N OF JCT CR 1383,1.754,069B00085N,22,,,,,,,
Lincoln,KY-198,KY-198,0.75 MI. S. JCT CR 1383,0.658,069B00086N,22,,,,,,,
Lincoln,CR-1246,POND SCHOOL RD,W @ JCT N FISH RD,1.295,069C00017N,32,,,,,,,
Lincoln,CR-1331,MOORES LN,1.1 MI EAST OF U.S. 127,2.926,069C00024N,35,,,,,,,
Lincoln,CR-1346,Black Pike Road,1.35 MI N OF JCT KY 78,1.413,069C00030N,3,,,,,,,
Lincoln,CR-1353,OLD LIBERTY PIKE,.1 MI NW OF S-JCT US 127,0.085,069C00031N,18,,,,,,,
Lincoln,CR-1114,PINE GROVE RD,.2 MI E OF JCT CR 5018,2.664,069C00050N,27,,,,,,,
Lincoln,CR-1043,GOSHEN RD,3.7 MI NO. OF JCT US 150,3.337,069C00052N,18,,,,,,,
Lincoln,CR-1037,Preachersville RD,.993 MI W OF JCT KY 39,3.794,069C00054N,3,,,,,,,
Lincoln,CR-1276,TRUSTY RD,.3 MI SE OF JCT KY 698,0.327,069C00059N,26,,,,,,,
Lincoln,CR-1165,CLEAR FORK RD,1.6 MI S OF JCT KY 1247,1.602,069C00061N,18,,,,,,,
Lincoln,CR-1070,CUT OFF PIKE,1.0 MI. E. OF US 27,1.071,069C00062N,11,,,,,,,
Lincoln,CR-1114,PINE GROVE RD,0.9 MI W OF JCT KY 643,0.993,069C00075N,11,,,,,,,
Lincoln,CR-1030,HARMONS LICK RD,1.2 MI N JCT HWY 3246,1.213,069C00076N,13,,,,,,,
Lincoln,CR-1271,RUBE BROWN RD,0.2 MI S OF JCT KY 698,0.269,069C00078N,10,,,,,,,
Lincoln,CR-1043,GOSHEN RD,3.3 MI N  US 150,2.86,069C00093N,18,,,,,,,
Lincoln,CR-1332,Hatcher Road,.8   MI-S  JCT KY 300,0.852,069C00099N,3,,,,,,,
Lincoln,CR-1373,OLD US 127 N LOOP,1.0 MI SOU. OF US 127,1.457,069C00100N,30,,,,,,,
Lincoln,CR-1473,Liberty Road,.20 MI SOU. OF JCT KY 78,0.261,069C00101N,30,,,,,,,
Lincoln,CR-1339,Harris Creek Road,.5   MI  S JCT  CR 5337,1.372,069C00103N,37,,,,,,,
Lincoln,CR-1214,N Fishing Creek RD,.4 MI S. JCT KY-501,0.39,069C00106N,32,,,,,,,
Lincoln,CR-1004,NEALS CREEK RD,.56 MI S JCT KY 698,1.235,069C00109N,8,,,,,,,
Lincoln,CR-1278,CECIL SMITH RD,400' WEST JCT CR 5253,0.073,069C00113N,27,,,,,,,
Lincoln,CR-1100,BEGLEY RD,.2 MI- N JCT PINEGROVE,0.174,069C00114N,19,,,,,,,
Lincoln,CR-1384,SHORT PIKE,.75 MI West of KY-198,0.731,069C00115N,18,,,,,,,
Lincoln,CR-1255,TUNNEL CREEK RD,.053 MI. S. OF  KY 1778,0.056,069C00118N,18,,,,,,,
Lincoln,CR-1167,CEMETERY RD,.62 MI SW JCT KY 1781,2.244,069C00119N,18,,,,,,,
Livingston,KY-137,KY-137,.50 MI NOR. OF JCT US 60,0.686,070B00001N,,37,39,44,44,,,
Livingston,KY-137,KY-137,1.9 M N OF JCT KY 1436,13.138,070B00004N,,36,38,43,44,,,
Livingston,KY-135,KY-135,.60 MI NOR. OF JCT US 60,0.649,070B00007N,,35,37,43,44,,,
Livingston,KY-135,KY-135,.40 MI NOR. OF JCT KY 838,3.309,070B00010N,3,,,,,,,
Livingston,KY-133,KY-133,1.0 MI NOR. OF JCT US 60,5.011,070B00011N,,37,39,43,44,,,
Livingston,KY-133,KY-133,3.7 MI NOR. OF JCT US 60,7.756,070B00012N,,35,38,44,44,,,
Livingston,KY-133,KY-133,.20 MI SOU. OF JCT KY 838,8.944,070B00013N,,35,38,44,44,,,
Livingston,KY-70,KY-70,1.2 MI EAST OF JCT KY 723,10.923,070B00028N,22,,,,,,,
Livingston,KY-453,KY-453,.30 MI S.E. OF JCT KY 937,10.96,070B00030N,,27,28,32,44,35,36,37
Livingston,KY-453,KY-453,.70 MI S.E. OF JCT KY 937,10.564,070B00031N,,28,30,34,44,36,37,39
Livingston,KY-133,KY-133,1.6 MI SOU. OF JCT US 60,1.978,070B00038N,,32,33,38,44,41,42,44
Livingston,KY-952,KY-952,1.0 MI SOU. OF JCT US 62,0.011,070B00044N,22,,,,,,,
Livingston,KY-917,KY-917,1.3 MI NOR. OF JCT KY 93,5.322,070B00051N,22,,,,,,,
Livingston,KY-1433,KY-1433,2.0 MI S.W. OF JCT KY 723,8.113,070B00054N,,24,25,28,44,31,31,33
Livingston,KY-1608,KY-1608,3.3 MI S.W. OF JCT KY 135,2.717,070B00055N,,34,36,41,44,,,
Livingston,KY-1608,KY-1608,3.4 MI S.W. OF JCT KY 135,2.655,070B00056N,,34,36,41,44,,,
Livingston,KY-1608,KY-1608,3.6 MI S.W. OF JCT KY 135,2.508,070B00057N,,34,36,41,44,,,
Livingston,KY-838,KY-838,.60 MI NOR. OF JCT KY 133,5.884,070B00058N,,33,34,38,44,42,42,44
Livingston,KY-137,KY-137,1.0 MI N.W. OF JCT KY 763,6.214,070B00059N,,21,22,26,43,27,28,30
Livingston,US-62,US-62,OVER CUMBERLAND RIVER,2.852,070B00065N,,27,28,30,40,32,32,33
Livingston,KY-1889,KY-1889,1 MI S OF E-TERM KY 1889,1.562,070B00071N,,32,33,36,44,38,38,40
Livingston,KY-135,KY-0135,.046 MI N. OF KY 1608,5.942,070B00080N,,30,30,42,44,,,
Livingston,CR-1005,COBB RD,.6 MI SE OF JCT KY 1433,0.787,070C00001N,8,,,,,,,
Livingston,CR-1066,BARNETT CHAPEL RD,@ CRITTENDEN CO.LN.,1.605,070C00004N,18,,,,,,,
Livingston,CR-1204,BID SOUTHERN RD,.6 MI E OF JCT CR 5200,0.582,070C00019N,31,,,,,,,
Livingston,CR-1323,DULEY RD,0.6 MI NORTH - KY 763,0.44,070C00031N,8,,,,,,,
Livingston,CR-1024,SHELBY RD,4.6 MI S OF US 60,0.944,070C00038N,18,,,,,,,
Livingston,CR-1090,KLONDIKE MINE RD,.8  MI S. US 60,0.77,070C00045N,25,,,,,,,
Livingston,CR-1317,BAYOU CREEK RD,1.8  MI  N JCT 763,1.859,070C00050N,23,,,,,,,
Livingston,CR-1071,BONANZA RD,0.1 MI SO.JCT KY 838,0.156,070C00054N,28,,,,,,,
Livingston,CR-1051,SLOCUM RD,3.8 MI N. OF KY 838,3.824,070C00055N,20,,,,,,,
Livingston,CR-1317,BAYOU CREEK RD,2.5 MI N. OF KY 763,2.567,070C00056N,14,,,,,,,
Livingston,CR-1092,PARKER RD,1.1 MI. E. OF JCT. CR5090,1.029,070C00057N,36,,,,,,,
Livingston,CR-1122,REED RD. (CR-1122),.35 MI W. OF KY. 917,0.49,070C00059N,32,,,,,,,
Livingston,CR-1116,VANHOOSER RD.,2 MI N. OF JCT KY 93,1.992,070C00064N,17,,,,,,,
Logan,KY-79,KY-79,1.5 MI S OF BUTLER CL,13.541,071B00010N,,38,40,44,44,,,
Logan,KY-73,KY-73,2.5 MI N OF JCT KY 1466,3.94,071B00014N,,38,40,44,44,,,
Logan,KY-739,KY-739,.30 MI WEST OF JCT KY 96,4.332,071B00016N,,23,24,28,44,30,30,33
Logan,KY-100,KY-100,.5 MI W OF E-JCT KY 663,5.905,071B00018N,,32,36,41,44,,,
Logan,KY-100,KY-100,.5 MI E OF W-JCT KY 663,4.686,071B00019N,,20,27,34,40,40,40,40
Logan,KY-96,KY-96,.8 MI S OF JCT KY 1041,2.825,071B00023N,,38,39,43,44,,,
Logan,KY-178,KY-178,1.3 MI N OF JCT US 68,7.696,071B00029N,22,,,,,,,
Logan,KY-1785,KY-1785,.35 MI W OF JCT KY 1293,0.48,071B00034N,,33,34,39,44,42,43,44
Logan,KY-73,KY-73,.7 MI E OF JCT KY 1038,7.912,071B00069N,,39,40,43,44,,,
Logan,KY-1309,KY-1309,2.7 MI S OF JCT KY 79,5.695,071B00083N,,27,29,34,44,36,37,40
Logan,KY-1588,KY-1588,0.8 MI E JCT KY 79,0.833,071B00084N,,29,32,43,44,,,
Logan,KY-1040,KY-1040,0.7 MI. W. JCT. KY 3201,6.21,071B00087N,,24,25,28,43,30,31,32
Logan,KY-1466,KY-1466,3.1 MI. N  JCT US 68,3.368,071B00088N,,33,36,42,44,,,
Logan,KY-3240,KY 3240,.1 MI S. JCT KY 3233,0.022,071B00098N,,20,27,34,40,40,40,40
Logan,CR-1020,LIBERTY CHURCH RD,1.4 MI E OF JCT KY 1038,4.577,071C00002N,23,,,,,,,
Logan,CR-1118,STEVENSON MILL RD,2.9 MI W OF JCT US 68,2.764,071C00017N,22,,,,,,,
Logan,CR-1249,LOGAN MILL RD,1.0 MI N OF JCT W/KY 96,0.806,071C00023N,10,,,,,,,
Logan,CS-1105,NORTH BREATHITT ST,.1 MI N 4TH ST-US 68,0.049,071C00045N,18,,,,,,,
Logan,CS-1110,NORTH SPRING ST,.1 MI N -E.4TH ST-US 68,0.049,071C00046N,18,,,,,,,
Logan,CR-1015,US 68 LOOP No. 1,.2 MI N OF W-JCT OLD US68,0.227,071C00057N,18,,,,,,,
Logan,CR-1255,SMITH GROVE RD,1 MI W -JCT US 431,0.321,071C00074N,38,,,,,,,
Lyon,US-641,US-641,.40 MI NOR. OF JCT US 62,0.529,072B00001N,,31,32,34,44,37,37,38
