County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Jessamine,KY-169,KY-169,2.5 MI S OF US 27 BUS.RTE,8.094,057B00008N,,20,27,31,31,31,31,31
Jessamine,KY-169,KY-169,3.5 MI S OF US 27 BUS.RTE,7.024,057B00009N,,34,35,39,44,43,44,44
Jessamine,KY-169,KY-169,.8 MI N OF JCT KY 1974,2.947,057B00010N,,20,27,31,31,31,31,31
Jessamine,KY-1541,KY-1541,7.05 MI N OF JCT W/KY 39,7.053,057B00012N,,43,44,44,44,,,
Jessamine,KY-1268,KY-1268,1.7 MI E OF JCT KY 29,10.78,057B00013N,22,,,,,,,
Jessamine,KY-3433,KY-3433,.4  MI.W OF JCT W/KY 29,3.186,057B00028N,15,,,,,,,
Jessamine,KY-3433,KY-3433,1.0 MI E OF JCT W/KY 29,1.01,057B00030N,9,,,,,,,
Jessamine,CR-1003,VINCE ROAD,.7 MI E OF JCT US 27,0.761,057C00001N,26,,,,,,,
Jessamine,CR-1121,JOHN WATTS ROAD,0.5 MI. W. OF  KY 1541,0.559,057C00028N,18,,,,,,,
Jessamine,CR-1118,ELM FORK ROAD,2 MI E. of KY 39,1.909,057C00029N,18,,,,,,,
Jessamine,CR-1102,BETHANY ROAD,0.8 MI W. of KY 1981,2.337,057C00031N,19,,,,,,,
Jessamine,CR-1209,CAMP NELSON ROAD,1.2 MI S  US 27,0.262,057C00037N,18,,,,,,,
Jessamine,CS-1081,SOUTHBROOK DRIVE,.5  MI E  JCT    US 27X,0.293,057C00042N,24,,,,,,,
Jessamine,CR-1017,BRANWOOD DRIVE,.1  MI N  JCT KY 1980,0.16,057C00044N,36,,,,,,,
Jessamine,CR-1010,MACKEY PIKE,1.0  MI N. JCT  KY 169,2.064,057C00047N,37,,,,,,,
Jessamine,KY-169,KY-169,.4 MI N OF JCT US27 BUS.,10.838,057R00603N,,20,27,31,31,31,31,31
Jessamine,CR-1238,DRAKE LANE,.75 MI S OF JCT KY 29,0.88,057R00605N,0,,,,,,,
Johnson,KY-201,KY-201,.70 MI N OF JCT KY 1092,6.761,058B00015N,22,,,,,,,
Johnson,KY-201,KY-201,2.2 MI N of JCT KY 1092,8.119,058B00016N,22,,,,,,,
Johnson,KY-689,KY-689,0.05 MI SE of JCT KY 1624,9.257,058B00019N,22,,,,,,,
Johnson,KY-581,KY-581,.10 MI WEST OF JCT KY 993,3.738,058B00032N,,36,38,44,44,,,
Johnson,KY-580,KY-580,0.20 MI S of JCT KY 1409,3.156,058B00035N,,35,36,42,44,,,
Johnson,KY-1092,KY-1092,.10 MI S.E. OF JCT KY 469,0.099,058B00039N,22,,,,,,,
Johnson,KY-1559,KY-1559,0.55 MI N of JCT US 23,5.466,058B00044N,,29,30,35,44,37,38,41
Johnson,KY-825,KY-825,1.2 MI SW of JCT KY 2039,10.646,058B00051N,,41,44,44,44,,,
Johnson,KY-825,KY-825,1.2 MI SW of JCT KY 2039,10.583,058B00053N,,41,44,44,44,,,
Johnson,US-23,US460 toUS23S Ramp,US 23/US 460 Interchange,0.073,058B00078N,,,45,50,56,,,
Johnson,KY-40,KY-40,0.8 MI SW of JCT KY-580,4.793,058B00079N,,20,27,34,40,40,40,40
Johnson,CR-1003,WHIPPOORWILL RD,.15 MI SW OF JCT KY 993,1.65,058C00001N,18,,,,,,,
Johnson,CR-1211,Barnetts Creek Rd,@ JCT KY 40,0.839,058C00016N,21,,,,,,,
Johnson,CR-1064,Rothwell Branch Rd,0.1 MI NW of JCT KY 1559,0.078,058C00034N,38,,,,,,,
Johnson,CR-1119,HURRICANE BRANCH R,.1 MI SW JCT KY 40,0.021,058C00045N,32,,,,,,,
Johnson,PR-1008,Highlands School,0.1 MI E of JCT US 23,0.039,058C00051N,18,,,,,,,
Johnson,CR-1015,Walters Branch Rd,0.01 MI S of JCT KY 2040,0.016,058C00053N,29,,,,,,,
Kenton,KY-177,KY-177,.9 MI S OF JCT KY 2044,10.997,059B00010N,,20,27,31,31,31,31,31
Kenton,KY-177,KY-177,1.0 MI NOR. OF JCT KY 14,4.142,059B00012N,,30,31,34,44,36,36,37
Kenton,CS-5115,OLD TURKEYFOOT RD,.25 MI N JCT KY 1303,0.274,059B00020N,18,,,,,,,
Kenton,KY-1501,KY-1501,.30 MI EAST OF JCT KY 17,0.403,059B00022N,22,,,,,,,
Kenton,KY-14,KY-14,1.6 MI N.W. OF JCT KY 177,6.774,059B00031N,,26,27,29,40,31,32,33
Kenton,KY-2047,KLETTE RD/OLD DECO,.85 MI SOU. OF JCT KY 177,3.058,059B00033N,18,,,,,,,
Kenton,KY-8,4TH STREET,4TH ST BR OVER LICKING RV,7.634,059B00037N,17,,,,,,,
Kenton,KY-17,KY 17,SUSPENSION BR OVR OHIO RV,24.157,059B00048N,11,,,,,,,
Kenton,KY-1930,KY 1930,0.2 MI. E OF JCT KY 1930,5.818,059B00114N,,20,27,34,40,40,40,40
Kenton,KY-16,KY-16,2.5 MI N of KY 1505,11.903,059B00115N,,41,43,44,44,,,
Kenton,CR-1105,CASE RD,.1 MI W OF JCT KY 177,0.276,059C00005N,38,,,,,,,
Kenton,CR-1112,RECTOR RD,100' W OF JCT CR 5132,1.995,059C00007N,18,,,,,,,
Kenton,CR-1121,ALEXANDER RD,.6 MI N OF JCT KY 177,3.716,059C00010N,29,,,,,,,
Kenton,CR-1121,ALEXANDER RD,1.4 MI N OF JCT KY 177,4.45,059C00011N,0,,,,,,,
Kenton,CR-1132,KENTON STATION RD,.65 MI NW OF JCT CR 5112,2.115,059C00014N,19,,,,,,,
Kenton,CR-1135,MARTIN RD,.2 MI W OF JCT CR 5132,1.053,059C00015N,25,,,,,,,
Kenton,CS-3018,ERLANGER ROAD N,.1 MI N OF JCT KY 2978,0.181,059C00027N,38,,,,,,,
Kenton,CS-2097,WEST 15TH STREET,EAST OF RUSSEL ST.ON 15TH,0.181,059C00029N,0,,,,,,,
Kenton,CS-5079,GARVEY AVENUE,3-BLOCKS SOUTH OF US. 25,0.196,059C00030N,27,,,,,,,
Kenton,CR-1209,MENEFEE RD,.1 MI S-KY2046&N-GRANT CL,0.013,059C00033N,15,,,,,,,
Kenton,CS-3221,OLD NARROWS RD,.2 MI E OF JCT KY 1303,0.457,059C00034N,8,,,,,,,
Kenton,CS-2270,PARKWAY AVE,PARKWAY AVE OVER KY 8,0.436,059C00037N,16,,,,,,,
Kenton,CS-6011,ROGERS RD,0.4MI.S.OF BUTTERMILK PK,0.699,059C00039N,25,,,,,,,
Kenton,CS-2150,WEST 26TH ST,100FT W OF KY 17,0.046,059C00043N,18,,,,,,,
Kenton,CR-1021,ERNEST BRIDGE DR,.75 E KY 177,0.045,059C00048N,3,,,,,,,
Kenton,CR-1146,INDEPENDENCE STATI,1.6 MI NW OF JCT KY 17,2.442,059C00055N,35,,,,,,,
Kenton,PV-1405,MADISON ROAD/MADIS,1000' S. JCT I-275 &KY17,0.046,059C00062N,18,,,,,,,
Kenton,CS-5079,GARVEY AVENUE,GARVEY RD OVER BULLOCK CK,1.488,059C00064N,,28,40,40,40,,,
Kenton,CS-5515,SHINKLE ROAD,0.4 MI N Of Look Out RD,0.619,059C00067N,32,,,,,,,
Kenton,CS-2594,PIENZA WAY,.2 MILES EAST OF KY-17,0.049,059C00068N,18,,,,,,,
Knott,KY-550,KY-550,.60 MI W OF JCT KY 1098,12.964,060B00001N,,34,36,42,44,,,
Knott,KY-550,KY-550,0.7 MI W of JCT KY 1697,14.75,060B00003N,,30,32,37,44,39,40,43
Knott,KY-550,KY-550,0.2 MI SW of JCT KY 1697,15.268,060B00004N,,23,24,28,44,30,31,33
Knott,KY-550,KY-550,2.9 MI S of JCT KY 1087,18.663,060B00005N,,20,27,34,40,40,40,40
Knott,KY-550,KY-550,2.3 MI S of JCT KY 1087,19.261,060B00006N,,24,25,27,40,29,30,31
Knott,KY-550,KY-550,1 MI S of JCT KY 1087,20.482,060B00008N,,30,31,35,44,38,38,40
Knott,KY-550,KY-550,1.4 MI SW of Floyd CL,25.159,060B00011N,,26,27,30,44,32,33,34
Knott,KY-7,KY-7,2.5 MI N of JCT KY 582,8.078,060B00013N,,20,27,31,31,31,31,31
Knott,KY-7,KY-7,.70 MI NOR. OF JCT KY 582,6.129,060B00014N,,35,36,41,44,,,
Knott,KY-7,KY-7,0.1 MI N of JCT KY 582,5.535,060B00015N,,28,34,44,44,,,
Knott,KY-7,KY-7,.10 MI N OF JCT KY 1498,2.522,060B00016N,,20,27,31,31,31,31,31
Knott,KY-160,KY-160,@ JCT of KY 899,8.179,060B00018N,,20,27,31,31,31,31,31
Knott,KY-1088,KY-1088,@ Perry Co Line,8.642,060B00025N,,21,22,26,43,27,28,31
Knott,KY-550,KY-550,.05 MI SE OF JCT KY 2759,9.592,060B00026N,,27,29,34,44,36,37,41
Knott,KY-550,KY-550,At JCT KY 1102,4.125,060B00027N,,28,30,34,44,36,37,40
Knott,KY-582,KY-582,1.6 MI EAST OF JCT KY 160,1.542,060B00028N,22,,,,,,,
Knott,KY-582,KY-582,W of JCT KY 1393,3.736,060B00029N,22,,,,,,,
Knott,KY-582,KY-582,2.1 MI E OF JCT KY 1393,5.693,060B00031N,,24,41,44,44,,,
Knott,KY-1088,KY-1088,Knott/Perry Co Line,0.035,060B00037N,22,,,,,,,
Knott,KY-1088,KY-1088,2.8 MI East of JCT KY 721,4.746,060B00038N,22,,,,,,,
Knott,KY-899,KY-899,0.25 MI SW OF JCT KY 7,13.873,060B00040N,,38,40,44,44,,,
Knott,KY-899,KY-899,2.5 MI SW of JCT KY 7,11.773,060B00041N,22,,,,,,,
Knott,KY-1231,KY-1231,0.05 MI S of JCT KY 550,8.002,060B00043N,,29,30,34,44,37,37,39
Knott,KY-1091,KY-1091,@ JCT KY 7,0.023,060B00046N,,31,33,38,44,40,41,44
Knott,KY-1498,KY-1498,@ JCT KY 7,0.028,060B00049N,22,,,,,,,
Knott,KY-15,KY-15,0.1 MI W of JCT KY 1231,5.686,060B00056N,,29,29,30,34,31,33,35
Knott,KY-1102,KY-1102,0.58 MI N of JCT KY 550,0.581,060B00059N,,35,37,41,44,,,
Knott,KY-2759,KY-2759,.78 MI NE OF JCT KY 550,0.217,060B00064N,22,,,,,,,
Knott,KY-3391,KY-3391,.1 MI SW OF JCT KY 160,6.208,060B00067N,,29,29,31,37,32,32,33
Knott,KY-899,KY-899,@ JCT KY 1697,5.25,060B00071N,22,,,,,,,
Knott,CR-1016,Thornsbury Br,50' W of JCT KY 899,0.015,060C00011N,10,,,,,,,
Knott,CR-1100,Upper Mill Creek,0.25 MI SE of JCT KY 550,0.239,060C00020N,5,,,,,,,
Knott,CR-1129,Nealy Creek Rd,0.05 MI N of KY 582,0.042,060C00028N,35,,,,,,,
Knott,CR-1141,Big Doubles Br,0.05 MI S of KY 1410@Bath,0.049,060C00032N,3,,,,,,,
Knott,CR-1143,WOLFPEN CREEK RD,@ JCT KY 1410,2.784,060C00033N,19,,,,,,,
Knott,CR-1220,Rowdy Hollow,200' N of JCT KY 15,0.038,060C00035N,13,,,,,,,
Knott,CR-1236,Cockrells Trace Rd,0.04 MI SW of JCT KY 721,0.035,060C00039N,3,,,,,,,
Knott,CR-1623,Camp Nathanael Rd,@JCT KY 550 Near Emmalena,0.012,060C00040N,12,,,,,,,
Knott,CR-1251,Walkers Branch Rd,0.5 MI SW JCT KY 550/3392,0.064,060C00041N,18,,,,,,,
Knott,CS-1024,Cowtown Rd,June Buchanan Clinic,0.015,060C00055N,26,,,,,,,
Knott,CS-1044,Old Garner Rd Conn,At Owens Branch Rd,0.024,060C00056N,0,,,,,,,
Knott,CS-1020,Sarah Everage Br,@ JCT KY 550,0.013,060C00058N,14,,,,,,,
Knott,CR-1119,PUNCHEON RD,0.05 MI S JCT KY 7,0.035,060C00066N,34,,,,,,,
Knott,CR-1257,Push Back Br,0.1 MI S of JCT KY 550,0.086,060C00068N,25,,,,,,,
Knott,CR-1017,SLONE BR,SLONE BRANCH,0.012,060C00073N,0,,,,,,,
Knott,CR-1304,Pond Br,1 MI East of Vest,0.012,060C00074N,29,,,,,,,
Knott,CR-1005,Potato Br,0.1 MI S of JCT KY 7,0.091,060C00075N,16,,,,,,,
Knott,CR-1011,Salisbury Br,SALISBURY BRANCH,0.048,060C00078N,16,,,,,,,
Knott,CR-1059,John Hall Rd,0.01 MI SW of JCT KY 7,0.012,060C00083N,3,,,,,,,
Knott,CR-1390,Starfire Haul Road,@ JCT of KY 1087,0.426,060C00085N,38,,,,,,,
Knox,KY-229,KY-229,.05 MI NW OF JCT KY 1803,3.947,061B00012N,,35,37,42,44,,,
Knox,KY-11,KY-11,2.4 MI NE OF JCT KY 2418,12.989,061B00014N,,36,37,42,44,,,
Knox,KY-11,KY-11,2.9 MI NE OF JCT KY 2418,13.565,061B00016N,,37,38,44,44,,,
Knox,KY-11,KY-11,3.7 MI NE OF N-JCT KY1304,19.986,061B00018N,,20,27,31,31,31,31,31
Knox,KY-718,KY-718,4.5 MI E OF E-JCT KY 223,5.665,061B00027N,22,,,,,,,
Knox,KY-718,KY-718,6.1 MI E OF E-JCT KY 223,7.353,061B00028N,,24,30,34,44,40,41,44
Knox,KY-718,KY-718,7.0 MI E OF E-JCT KY 223,8.089,061B00029N,,33,37,44,44,,,
Knox,KY-718,KY-718,.05 MI E OF E-JCT KY 223,2.079,061B00030N,,25,29,36,44,42,44,44
Knox,KY-225,KY-225,2.25 MI NOR. OF BELL CL,2.474,061B00035N,18,,,,,,,
Knox,KY-930,KY-930,1.8 MI EAST OF JCT KY 225,1.79,061B00036N,,28,30,33,44,36,37,39
Knox,KY-233,KY-233,1.4 MI S OF JCT KY 1232,4.502,061B00046N,,35,44,44,44,,,
Knox,KY-233,KY-233,1.3 MI NOR. OF JCT KY 6,1.341,061B00047N,,40,44,44,44,,,
Knox,KY-459,KY-459,1.1 MI SOU. OF JCT KY 6,0.945,061B00049N,,35,36,41,44,,,
Knox,KY-223,KY-223,3.9 MI N OF E-JCT KY 718,12.796,061B00051N,16,,,,,,,
Knox,KY-223,KY-223,NEAR 5 MP SIGN,4.962,061B00053N,,29,30,35,44,37,38,41
Knox,KY-223,KY-223,.50 MI N OF W-JCT KY 718,4.542,061B00056N,,26,26,29,38,30,31,32
Knox,KY-2409,KY-2409,.10 MI S.E. OF JCT KY 223,0.15,061B00057N,,26,27,30,43,32,32,34
Knox,KY-233,KY-233,1.6 MI NOR. OF JCT US 25E,7.768,061B00059N,16,,,,,,,
Knox,KY-1527,KY-1527,.05 MI WEST OF JCT KY 229,2.391,061B00061N,,26,28,31,44,34,35,37
Knox,KY-2406,KY-2406,.05 MI N.W. OF JCT KY 223,0.017,061B00063N,22,,,,,,,
Knox,KY-2423,KY-2423,.40 MI WEST OF JCT KY 6,0.785,061B00067N,,28,29,32,43,34,34,35
Knox,KY-459,KY-459,4.6 MI SE OF W-JCT KY 6,4.595,061B00071N,,25,26,30,44,32,33,37
Knox,KY-459,KY-459,.10 MI SOU. OF JCT KY 6,0.114,061B00072N,,28,29,34,44,36,37,39
Knox,KY-6,KY-6,.35 MI NE OF JCT KY 459,8.406,061B00073N,,21,22,26,43,27,28,30
Knox,KY-6,KY-6,.10 MI SE OF JCT KY 233,6.876,061B00074N,,39,41,44,44,,,
Knox,KY-6,KY-6,.50 MI NW OF JCT KY 233,6.172,061B00075N,,39,41,44,44,,,
Knox,KY-223,KY-223,2.0 MI N OF W-JCT KY 718,6.022,061B00076N,,21,22,26,43,27,28,30
Knox,KY-459,KY-459,@ SW CITY LIMITS-BARBVLLE,11.503,061B00088N,22,,,,,,,
Knox,KY-6,KY-6,WOODBINE,0.84,061B00103N,,40,41,44,44,,,
Knox,CR-1040,JEFFS CREEK RD,E @ JCT CR 5038,1.724,061C00011N,30,,,,,,,
Knox,CR-1060,LITTLE BULL CK RD,.7 MI NW OF JCT KY 11,0.258,061C00019N,18,,,,,,,
Knox,CR-1124,ROARING FORK RD,.1 MI S OF JCT KY 718,0.073,061C00027N,18,,,,,,,
Knox,CR-1161,WARREN CAMP RD,.2 MI W OF JCT KY 225,0.108,061C00030N,35,,,,,,,
Knox,CR-1172,BINGHAM ROAD,.6 MI S-OLD RR LANE,0.691,061C00035N,3,,,,,,,
Knox,CR-1300,CALIFORNIA  HOLLOW,.15 MI SW OF JCT US 25E,0.125,061C00043N,18,,,,,,,
Knox,CR-1066,SPRUCE PINE RD,.1 MI S OF JCT CR 5051,0.026,061C00058N,29,,,,,,,
Knox,CR-1080,BLACK LICK RD,0.1 MI. E. -JCT. KY 11,0.017,061C00060N,13,,,,,,,
Knox,CR-1325,CR1232 (OLD US25),.75 MI EAST OF JCT KY 233,3.804,061C00064N,20,,,,,,,
Knox,CR-1164,ED MATLOCK PL,BETWN 6 AND 7 225,0.016,061C00065N,18,,,,,,,
Knox,CR-1706,MCKEEHAN DR,250' S OF KY 1809 BEN,0.073,061C00072N,4,,,,,,,
Knox,CR-1532,CR-1532,0.02 MI E OF KY 718,0.016,061C00073N,0,,,,,,,
Knox,CR-1506,BAILEY BRANCH RD,.05 MI  S. KY 718,0.019,061C00077N,27,,,,,,,
Knox,CR-1022,GRAYTOWN RD,.05 MI E JCT KY 223,0.032,061C00079N,34,,,,,,,
Knox,CR-1024,BROWNS BRANCH RD,.1 MI W KY 223,0.037,061C00080N,38,,,,,,,
Knox,CR-1052,HORN BRANCH RD,.6 MI N -HAMMONS FORK,2.796,061C00082N,34,,,,,,,
Knox,CR-1046,COLES BRANCH RD,.1 MI W KY 223,0.064,061C00083N,37,,,,,,,
Knox,CR-1375,EMANUEL HOLLOW RD,.2 MI S - US 25E,2.489,061C00084N,38,,,,,,,
Knox,CR-1602,Little Brush Ck Rd,.11 MI W JCT KY 225,0.229,061C00092N,18,,,,,,,
Knox,CR-1214,CR-1214,0.7 MI. E. OF KY 1809,0.716,061C00095N,24,,,,,,,
Knox,CR-1056,CR-5056,.5 MILE FROM KY11 CLAY EN,0.417,061C00097N,8,,,,,,,
Knox,CR-1305,CR1305F BaileyHolw,OFF 25E DISNEY ARENA,0.327,061C00101N,18,,,,,,,
Larue,KY-583,KY-583,.65 MI WEST OF JCT KY 52,0.59,062B00026N,22,,,,,,,
Larue,KY-583,KY-583,2.2 MI WEST OF JCT KY 52,2.097,062B00027N,22,,,,,,,
Larue,KY-84,KY-84,.7 MI E OF JCT KY 1517,3.484,062B00031N,,27,28,31,44,34,35,36
Larue,KY-210,KY-210,.1 MI N OF N-JCT US 31E,4.988,062B00034R,,32,33,36,44,39,39,40
Larue,KY-916,KY-916,200'E.  JCT. KY 470,2.784,062B00048N,,38,42,44,44,,,
Larue,KY-916,KY 916,0.1 Miles NE of KY 210,7.636,062B00049N,,24,26,30,44,32,33,36
Larue,KY-2217,KY-2217,1.80 MILES SW OF KY 1832,2.379,062B00054N,,43,44,44,44,,,
Larue,CR-1218,HAWKINS ROAD,0.4 MI W OF JCT US31E,0.373,062C00011N,15,,,,,,,
Larue,CR-1318,MIDDLE CREEK CHURC,ON HARDIN-LARUE CL,0.158,062C00018N,14,,,,,,,
Larue,CR-1144,LOGAN DESPAIN ROAD,.3 MI WEST-KY 61,0.215,062C00027N,38,,,,,,,
Larue,CR-1212,MAXINE ROAD,1.3 MI West of US 31E,2.665,062C00028N,37,,,,,,,
Larue,CR-1302,GOODIN WILLIAMS RO,1.7 MI NE JCT KY 1607,1.69,062C00030N,19,,,,,,,
Laurel,KY-552,KY-552,1.0 MI S.E. OF JCT KY 192,1.121,063B00001N,15,,,,,,,
Laurel,KY-490,KY-490,.05 MI N.E. OF JCT US 25,0.099,063B00002N,,28,29,31,44,34,34,35
Laurel,KY-490,KY-490,1.3 MI NW OF JCT KY 1228,9.513,063B00003N,,42,43,44,44,,,
Laurel,KY-490,KY-490,ON ROCKCASTLE-LAUREL CL,11.506,063B00004N,15,,,,,,,
Laurel,KY-1223,KY-1223,.30 MI N.W. OF JCT US 25E,1.243,063B00007N,5,,,,,,,
Laurel,KY-80,KY-80,.25 MI EAST OF JCT KY 488,19.23,063B00014N,,28,30,34,44,37,37,40
Laurel,KY-578,KY-578,.10 MI E OF E-JCT KY 638,6.272,063B00020N,,27,29,33,44,35,36,39
Laurel,US-25,US-25,.20 MI N OF JCT KY 1189,7.288,063B00022N,,32,33,36,44,39,39,40
Laurel,KY-2392,KY-2392,.75 MI NE OF S-JCT US 25,0.763,063B00023N,,26,27,29,44,32,32,34
Laurel,US-25,US-25,.40 MI N OF N-JCT KY 2392,3.313,063B00024N,,33,34,37,44,39,39,41
Laurel,US-25,US-25,.50 MI S OF S-JCT KY 1006,8.503,063B00025N,,35,37,43,44,,,
Laurel,KY-363,KY-363,1.1 MI SW OF JCT KY 1006,8.06,063B00032N,,31,32,34,43,36,36,38
Laurel,KY-1189,KY-1189,.10 MI W OF JCT KY 1803,6.415,063B00034N,22,,,,,,,
Laurel,KY-1189,KY-1189,1.2 MI N.E. OF JCT KY 830,4.667,063B00035N,22,,,,,,,
Laurel,KY-687,KY-687,ON CLAY - LAUREL CL,0.234,063B00046N,22,,,,,,,
Laurel,US-25,US-25,ON ROCKCASTLE-LAUREL CL,23.927,063B00051N,,41,42,44,44,,,
Laurel,KY-1803,KY-1803,.90 MI NOR. OF KNOX CL,0.98,063B00052N,,41,44,44,44,,,
Laurel,KY-1023,KY-1023,1.0 MI SOU. OF JCT KY 229,0.928,063B00056N,22,,,,,,,
Laurel,KY-1394,KY-1394,.85 MI NE OF JCT KY 490,0.726,063B00057N,22,,,,,,,
Laurel,KY-638,KY-638,1.8 MI NOR. OF JCT DB PW,2.438,063B00060N,22,,,,,,,
Laurel,KY-472,KY-472,BETWEEN JCTS KY 638 E&W,9.951,063B00062N,,35,36,40,44,43,43,44
Laurel,KY-578,KY-578,.10 MI EAST OF JCT KY 30,4.136,063B00068N,,24,26,30,44,32,33,36
Laurel,KY-830,KY-830,.02 MI SW OF JCT KY 1223,0.98,063B00070N,,26,28,31,44,34,35,37
Laurel,KY-1561,KY-1561,.25 MI SOU. OF JCT KY 80,1.121,063B00071N,22,,,,,,,
Laurel,KY-1189,KY-1189,.45 MI EAST OF JCT KY 229,1.615,063B00074N,,28,29,33,44,36,36,38
Laurel,KY-233,KY-233,.05 MI SOU. OF JCT KY 830,0.519,063B00080N,,37,39,44,44,,,
Laurel,KY-363,KY-363,1.8 MI NE OF N-JCT KY 552,5.363,063B00093N,,28,32,37,44,40,43,44
Laurel,KY-638,KY-638,1.5 MI NOR. OF JCT KY 586,4.9,063B00094N,,42,44,44,44,,,
Laurel,KY-552,KY-552,.75 MI W OF I-75 OP,4.866,063B00101N,,37,37,39,44,41,41,42
Laurel,KY-3430,KY-3430,1.0 MI. W  JCT KY 312,3.074,063B00104N,,34,36,41,44,,,
Laurel,CR-1055,MOUNT ZION RD,.1 MI E-MONEY RD-CR 5412,2.799,063C00006N,18,,,,,,,
Laurel,CR-1483,POWDER MILL RD,.5 MI. E - KY 1535,0.681,063C00032N,3,,,,,,,
Laurel,CR-1033,MCKNIGHT RD,.2.MI. S JCT KY 472,0.171,063C00037N,35,,,,,,,
Laurel,CR-1034,BEN HOUSE RD,.2 MI S KY 472,0.08,063C00039N,38,,,,,,,
Laurel,CR-1343,WHITE OAK CHURCH R,.6  MI EAST- CARMICHAEL,0.635,063C00041N,37,,,,,,,
Laurel,CR-1414,MT. ZION CHURCH RD,.4   MI-N .JCT MONEY RD,0.41,063C00044N,14,,,,,,,
Laurel,CR-1430,HAZEL PATCH RD,.5   MI- N JCT     US 25,0.517,063C00046N,36,,,,,,,
Laurel,CR-1344,SINKING CREEK RD,1.7 MI S. JCT KY 1535,2.128,063C00049N,39,,,,,,,
Laurel,CR-1475,WhiteOakRd CR1475,2 MILE FROM KY 1535,5.796,063C00052N,18,,,,,,,
Laurel,KY-1223,KY-1223,1.7 MI. W. JCT US 25,3.048,063R00605N,20,,,,,,,
Laurel,CR-1233,CR-1233A9,OFF 25 MACFADEN TO LEVI,0.104,063R00606N,8,,,,,,,
Lawrence,KY-32,KY-32,0.3 MI W of JCT KY 3394,9.541,064B00020N,,38,39,44,44,,,
Lawrence,KY-644,KY-644,0.25 MI NW of JCT KY 1690,1.513,064B00038N,12,,,,,,,
Lawrence,KY-201,KY-201,1.0 MI S of JCT KY 1,17.012,064B00043N,,24,24,25,29,26,26,26
Lawrence,KY-1690,KY-1690,2.0 MI S OF JCT KY 2037,8.33,064B00045N,22,,,,,,,
Lawrence,KY-581,KY 581,0.2 MI EAST of JCT US 23,9.506,064B00049N,0,,,,,,,
Lawrence,KY-1760,KY-1760,0.45 MI SW of JCT KY 32,9.237,064B00050N,3,,,,,,,
Lawrence,KY-3,KY-3|KY-3S,0.1 MI NE of KY 2566,14.997,064B00060N,,20,27,34,40,40,40,40
Lawrence,KY-2037,KY-2037,1.25 MI W of KY 1690,2.377,064B00069N,,28,30,35,44,37,38,42
Lawrence,KY-3398,KY-3398,0.1 MI E KY-3 @Fallsburg,0.072,064B00073N,,35,37,41,44,,,
Lawrence,KY-3399,KY-3399,.2 MI.N JCT. KY 707,0.201,064B00080N,,39,41,44,44,,,
Lawrence,KY-3399,KY-3399,.28MI.N JCT. KY 707,0.292,064B00081N,,39,41,44,44,,,
Lawrence,KY-3399,KY-3399,.02MI.S JCT. KY 3,3.592,064B00082N,,40,44,44,44,,,
Lawrence,CR-1064,Yatesville Rd,0.85 MI W of JCT KY 3,0.891,064C00006N,18,,,,,,,
Lawrence,CR-1240,BUFFALO BRANCH RD,1.5 MI NW of JCT KY 32,0.011,064C00057N,38,,,,,,,
Lawrence,CR-1327,Needmore Road,2.1 MI SW of JCT KY 201,2.167,064C00063N,35,,,,,,,
Lawrence,CR-1045,MORGANS CREEK RD,2.0  MI SW JCT  KY 3,2.723,064C00064N,36,,,,,,,
Lawrence,CR-1242,STEELS BRANCH RD,0.05 MI W of JCT KY 3394,0.059,064C00066N,27,,,,,,,
Lawrence,CR-1203,BRUSHY CREEK RD,3.0 MI SE of JCT KY 32,2.949,064C00068N,39,,,,,,,
Lawrence,CR-1328,BRUSHY BRANCH RD,.88 MI W. JCT KY 201,0.068,064C00070N,35,,,,,,,
Lawrence,CR-1149,Mill Creek Hollow,0.4 MI N of Martin Co,0.04,064C00078N,18,,,,,,,
Lawrence,CR-1343,Twin Licks Rd,0.05 MI W of JCT KY 201,0.054,064C00082N,26,,,,,,,
Lawrence,CR-1045,MORGANS CREEK RD,3.3MI W. JCT KY-3,2.155,064C00083N,24,,,,,,,
Lawrence,CR-1317,LITTLE EAST FRK RD,0.36 MI SW JCT KY 1496,0.363,064C00088N,31,,,,,,,
Lee,KY-851,KY-851,.75 MI EAST OF ESTILL CL,0.658,065B00011N,22,,,,,,,
Lee,KY-399,KY-399,.10 MI NOR. OF JCT KY 587,2.329,065B00014N,,20,27,34,40,40,40,40
Lee,KY-399,KY-399,OVR KY RVR AT HEIDELBERG,5.003,065B00016N,,25,28,31,38,33,33,34
Lee,KY-708,KY-708,2.2 MI SOU. OF JCT KY 52,1.769,065B00021N,,40,42,44,44,,,
Lee,KY-1411,KY 1411,2.93 MI S of KY 11,1.977,065B00031N,22,,,,,,,
Lee,CR-1312,FIXER RD,2.5 MI SW OF JCT KY 11,3.069,065C00011N,25,,,,,,,
Lee,CR-1150,LONG BRANCH RD,0.27 MI. E. KY 11,0.383,065C00018N,15,,,,,,,
Lee,CS-1005,SILVER CREEK RD,.05 MI N JCT CARLISLE,0.033,065C00024N,7,,,,,,,
Lee,CR-1549,COAL BRANCH RD,2.3  MI- W JCT  KY 708,0.199,065C00026N,35,,,,,,,
